Observation id,CAF99_hiact,,,,,,,
,,,,,,,,
Media file(s),,,,,,,,
,,,,,,,,
Player #1,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846.mp4,,,,,,,
,,,,,,,,
Observation date,6/13/22 14:16,,,,,,,
,,,,,,,,
Description,,,,,,,,
,,,,,,,,
Time offset (s),0,,,,,,,
,,,,,,,,
independent variables,,,,,,,,
variable,value,,,,,,,
,,,,,,,,
Time,Media file path,Total length,FPS,Subject,Behavior,Behavioral category,Comment,Status
841.333,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Grooming,,,START
847.567,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Grooming,,,STOP
850.233,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Porthole Interaction,,,START
854.633,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Porthole Interaction,,,STOP
855.233,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Porthole Interaction,,,START
855.867,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Porthole Interaction,,,STOP
855.933,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Locomotion,,,START
857.733,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Locomotion,,,STOP
867.067,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Locomotion,,,START
868.9,/Users/graciezhang/Documents/Hengen Lab/videos/CAF00099-20210608T040846-050846_hiflow.mp4,3600,30,CAF99,Locomotion,,,STOP
